,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
4090,7,61.86,1,0,2,1,2,-1,0
62571,3,57.01,0,1,2,1,1,-1,0
818,9,29.99,0,1,1,1,1,0,0
25479,6,180.35,0,1,2,0,2,1,0
32936,10,153.6,1,0,1,1,2,0,0
54516,1,526.64,0,1,2,1,1,1,1
63451,7,272.65,0,1,2,1,3,1,0
27734,2,457.84,1,0,2,0,2,1,0
32060,10,303.37,1,1,2,0,2,1,0
59160,3,77.66,0,1,3,1,2,1,1
26239,4,29.99,0,1,1,0,1,1,1
39828,9,80.11,0,1,1,0,2,1,0
26372,10,97.34,1,0,1,0,2,-1,0
11634,4,432.66,1,1,1,0,2,0,0
27475,5,29.99,1,0,2,0,1,-1,0
31200,3,797.62,1,0,2,1,1,-1,0
52643,11,29.99,0,1,1,1,2,1,0
45829,2,88.97,0,1,1,1,2,-1,0
45651,10,214.63,1,0,3,1,1,1,0
33139,6,29.99,1,0,3,1,2,0,0
49622,6,54.96,0,1,2,1,2,1,0
47035,3,657.19,1,1,2,1,3,-1,1
23508,4,209.65,1,1,3,1,1,-1,0
14557,7,29.99,1,0,2,1,1,1,0
3189,1,332.55,1,0,1,1,2,-1,0
50592,4,598.2,0,1,3,1,1,1,0
38532,10,330.61,0,1,1,0,3,0,0
61417,1,240.12,1,0,2,0,2,1,0
58134,9,415.43,0,1,1,1,1,0,0
40256,10,29.99,0,1,2,0,1,-1,0
3038,11,591.39,1,1,1,1,3,0,0
11694,1,1173.17,1,1,2,1,3,-1,0
60117,12,81.77,0,1,2,0,2,1,0
22142,4,479.33,1,1,3,1,1,0,0
34009,9,97.55,1,0,1,1,1,-1,0
54775,5,495.88,1,0,2,1,1,-1,0
47190,10,260.41,0,1,1,1,2,-1,0
29796,7,223.71,0,1,2,0,2,1,0
2095,7,238.13,1,1,2,1,1,1,0
21302,4,199.82,0,1,1,0,2,1,0
27956,3,240.97,1,1,1,1,3,1,0
53995,6,165.05,0,1,1,1,2,-1,0
6841,3,29.99,0,1,2,0,1,1,0
55866,6,226.5,0,1,1,1,1,0,0
44542,1,518.3,1,0,1,1,3,-1,0
25866,7,297.66,0,1,1,1,2,0,0
60439,2,346.89,0,1,2,0,1,0,0
58593,3,797.52,1,1,2,1,3,1,1
55177,9,225.38,1,1,1,1,2,1,0
58726,3,1118.03,1,0,2,1,3,0,0
25568,6,160.76,0,1,1,0,1,0,0
43802,6,1131.22,0,1,1,1,1,-1,0
1207,10,675.87,1,1,1,1,3,-1,0
28397,10,294.53,1,0,1,0,1,1,0
47253,7,253.94,1,0,3,0,3,0,1
30469,2,549.5,1,1,2,1,1,-1,0
14370,11,130.95,0,1,2,1,2,-1,0
13306,3,135.62,0,1,1,0,1,-1,0
48255,4,172.27,0,1,2,0,1,-1,0
45122,5,284.62,0,1,1,1,2,0,0
46984,9,46.41,0,1,3,1,2,0,0
27967,2,56.62,0,1,2,0,1,-1,0
27008,4,69.24,1,0,2,0,1,1,1
56597,2,32.94,0,1,1,0,1,0,0
23594,10,54.68,1,0,1,0,1,-1,0
44609,3,395.3,1,1,1,0,1,1,0
19693,2,121.87,1,0,1,1,2,-1,1
50589,3,81.35,1,0,1,0,2,0,0
63965,8,58.58,0,1,2,1,2,0,0
56954,9,31.66,1,0,2,0,1,-1,0
24412,2,60.5,1,0,1,1,1,0,0
812,7,513.78,1,0,2,1,2,0,0
9955,9,241.54,1,1,1,1,1,0,0
46573,6,641.12,1,0,2,1,1,1,1
29348,11,95.86,0,1,1,1,1,-1,0
807,9,29.99,0,1,1,1,2,0,0
29594,4,29.99,0,1,1,0,2,0,0
33918,1,169.9,1,0,2,0,1,1,0
19882,3,282.99,1,1,1,0,1,-1,0
46657,8,548.64,0,1,2,1,3,0,0
2159,1,421.37,0,1,2,1,1,-1,0
32160,1,873.38,1,1,1,1,1,1,0
38915,2,678.46,0,1,1,1,1,-1,0
47693,5,462.47,1,1,1,1,3,0,0
63184,1,31.15,0,1,2,1,1,1,0
18733,1,267.2,1,1,2,0,3,-1,0
60221,4,483.93,1,1,3,0,1,1,0
16296,10,419.91,1,1,2,0,3,-1,1
28008,5,333.99,0,1,1,0,1,0,0
14012,3,139.84,1,0,2,1,2,-1,0
61563,8,256.21,1,1,3,0,1,-1,0
858,9,173.88,0,1,1,0,2,-1,1
33140,10,75.32,1,0,1,1,2,0,0
3684,1,613.84,1,1,1,1,2,1,0
51432,10,29.99,0,1,2,1,2,1,0
47153,4,1013.13,0,1,2,1,2,0,0
14091,10,56.3,0,1,1,1,1,-1,0
12425,3,496.94,1,0,1,0,3,-1,0
46738,8,418.16,0,1,1,0,2,1,0
33108,1,582.11,0,1,2,1,1,0,0
56848,9,145.48,1,0,3,1,1,-1,0
37283,3,221.0,1,0,2,0,3,0,0
9861,10,29.99,0,1,3,0,2,-1,0
12731,5,29.99,0,1,1,0,2,0,0
5526,2,35.58,1,0,2,0,1,0,1
26133,10,136.82,0,1,2,1,1,0,0
4613,6,29.99,1,0,2,0,2,0,0
17212,4,29.99,1,0,1,1,1,-1,0
16596,4,29.99,1,0,2,1,1,1,0
62153,11,80.46,0,1,1,0,2,0,0
57821,10,57.49,1,0,3,0,1,0,0
7659,4,29.99,1,0,1,0,2,1,0
12707,9,77.27,1,0,2,0,1,-1,1
25497,8,251.67,1,0,3,0,1,0,0
61183,3,489.48,1,0,2,1,3,-1,0
14577,9,562.78,1,0,2,1,3,-1,0
17750,9,366.39,1,1,2,0,2,0,0
61802,9,32.71,0,1,1,0,1,1,0
22955,10,79.3,1,0,1,1,1,1,0
53425,1,67.68,1,0,2,1,2,-1,0
18888,2,102.24,0,1,1,1,1,-1,0
22140,2,29.99,0,1,1,1,1,0,1
40053,1,43.53,1,0,1,0,2,1,0
41659,1,131.06,0,1,1,0,2,1,0
25417,5,419.67,1,0,2,1,3,0,1
34831,11,29.99,1,0,1,1,2,-1,0
60815,9,332.3,0,1,2,0,1,-1,0
46783,9,197.22,1,0,1,1,2,0,0
40151,5,543.98,1,0,2,1,3,0,0
33542,2,738.65,1,0,2,1,1,-1,1
2135,3,134.8,1,0,2,1,1,-1,0
60376,3,166.94,0,1,2,0,1,-1,1
29981,2,36.12,1,0,2,0,1,1,1
61822,5,1134.23,1,0,2,1,2,-1,0
10722,4,1223.31,0,1,1,1,1,1,0
2967,1,167.93,0,1,1,0,2,0,0
1653,7,63.51,1,0,1,1,2,0,0
47769,4,29.99,0,1,1,0,2,0,0
35376,4,36.53,1,0,2,0,2,-1,0
25205,5,923.72,0,1,2,1,1,0,0
43024,11,107.79,0,1,2,0,2,0,0
6649,4,91.1,1,0,1,0,1,-1,0
53804,2,389.96,1,0,2,1,3,-1,0
39491,5,606.15,0,1,3,1,1,-1,0
4513,9,29.99,0,1,3,1,2,1,0
44909,7,109.74,1,0,1,1,2,-1,0
42878,7,336.24,1,0,1,0,1,-1,0
40701,7,74.56,1,0,1,1,2,-1,0
17073,2,63.51,1,0,2,1,1,-1,0
16600,5,324.89,0,1,1,1,2,1,0
10117,2,29.99,1,0,1,1,1,1,0
30671,5,39.89,1,0,1,0,2,1,0
44927,4,56.45,1,0,2,0,1,0,1
48133,10,251.75,0,1,3,0,2,-1,0
63747,5,29.99,0,1,3,0,2,0,0
42450,3,176.14,0,1,1,1,1,-1,0
23518,1,29.99,1,0,1,1,2,1,0
62250,4,187.41,0,1,1,1,1,-1,1
44424,8,149.31,0,1,1,1,2,-1,0
19917,5,100.4,1,0,2,1,2,0,0
27683,7,491.87,0,1,2,0,1,0,0
60613,9,29.99,0,1,2,1,1,-1,1
41914,10,455.85,1,1,2,1,3,0,0
6418,10,90.97,0,1,1,1,2,-1,0
61516,9,246.19,0,1,1,0,2,-1,0
53887,4,332.53,0,1,1,0,2,1,0
29397,11,90.37,0,1,2,1,1,0,0
58654,2,1248.91,1,0,1,1,1,1,0
940,3,111.42,1,0,1,1,1,-1,0
9268,3,420.11,1,0,2,0,1,0,0
543,6,265.2,1,0,1,0,2,-1,0
40143,11,29.99,0,1,1,0,1,1,0
10021,10,502.56,1,0,2,1,1,-1,0
38498,1,551.62,0,1,1,1,1,0,0
62626,10,37.42,1,0,2,0,2,0,0
30135,5,29.99,1,0,2,0,1,0,0
2610,12,308.44,0,1,1,1,1,-1,0
3403,10,97.55,0,1,1,1,2,0,0
7763,12,78.13,0,1,2,1,2,1,0
39559,11,114.45,0,1,2,0,2,0,0
58703,9,253.93,1,1,2,0,1,-1,0
56970,8,102.34,1,0,2,1,1,0,0
11311,9,71.67,1,0,1,1,2,0,0
4976,3,435.05,1,0,1,0,1,-1,0
51644,1,490.82,1,0,1,1,1,1,0
57175,11,29.99,0,1,3,0,1,1,0
53454,2,595.89,1,0,2,1,3,-1,0
25530,9,171.56,1,0,2,0,1,-1,0
55808,4,29.99,0,1,2,1,2,0,0
10768,2,212.57,0,1,1,0,1,-1,0
11439,11,62.35,0,1,1,1,2,1,0
22137,2,640.41,1,0,2,1,1,0,1
2908,3,32.77,0,1,2,0,2,-1,1
23100,9,238.34,0,1,1,0,3,0,0
32096,10,112.55,1,0,1,1,2,-1,0
39488,10,45.99,1,0,2,1,2,-1,1
60161,7,218.81,1,0,1,0,1,1,1
39587,10,62.72,1,0,1,1,1,0,0
6984,2,406.96,1,0,1,1,1,1,0
36668,10,29.99,1,0,1,1,1,-1,0
40639,2,58.26,1,0,2,1,1,1,0
11712,8,127.18,1,0,1,1,1,0,0
1659,10,70.08,0,1,2,0,1,1,0
59779,8,269.49,0,1,2,1,2,1,0
20180,9,118.9,1,0,2,0,1,-1,0
51542,5,119.17,1,0,1,0,1,0,0
34051,9,151.67,1,0,1,1,1,-1,0
13669,7,373.0,1,1,2,0,1,1,0
26683,6,723.74,1,0,1,1,3,1,0
52638,8,37.3,1,0,1,1,1,-1,0
35872,5,99.78,1,0,3,0,1,-1,0
48810,3,337.56,1,0,2,1,1,1,0
47508,9,146.32,1,0,3,0,1,0,0
22295,5,29.99,0,1,2,0,2,1,0
56733,8,84.36,0,1,2,0,2,-1,0
13887,10,29.99,0,1,3,1,2,0,0
42318,1,493.44,1,0,1,1,3,1,0
57325,10,175.88,1,0,1,1,1,0,0
24668,2,251.3,0,1,2,0,1,-1,0
41275,10,244.92,1,1,1,0,2,-1,0
30920,6,572.39,1,0,2,1,2,-1,0
55828,5,73.91,1,0,1,1,1,1,0
33937,10,87.05,0,1,2,1,1,-1,0
59281,12,118.4,1,0,2,0,2,0,0
40603,2,453.24,1,0,2,0,1,1,0
13259,9,110.75,0,1,1,0,2,-1,0
53043,5,29.99,0,1,2,1,1,1,1
49133,7,46.53,0,1,1,0,1,-1,0
61521,4,171.54,1,0,2,1,1,0,0
49116,1,732.2,0,1,3,1,2,1,0
39580,11,29.99,1,0,3,0,1,1,1
28829,3,232.39,1,1,1,0,3,0,0
295,2,90.91,1,0,1,0,1,-1,0
31115,1,60.68,0,1,1,1,2,-1,1
7971,6,166.09,1,0,2,0,1,0,0
35878,7,29.99,0,1,1,1,2,0,0
40564,4,54.79,0,1,2,1,2,-1,0
5583,1,515.79,1,0,2,1,1,-1,0
1848,8,55.36,1,0,1,0,2,0,0
38187,10,85.02,1,0,2,0,2,0,0
61887,12,33.75,0,1,3,0,1,1,0
42057,6,236.88,0,1,1,1,2,0,0
6897,5,173.98,1,0,2,1,1,-1,0
50828,10,133.63,1,0,2,0,2,1,0
28885,9,74.59,1,0,1,0,1,0,0
7572,1,254.11,1,0,1,0,2,-1,0
18103,9,318.01,0,1,2,0,1,0,0
28619,9,497.56,0,1,2,0,2,1,0
45178,7,742.26,0,1,1,1,3,0,0
8632,4,273.18,1,0,1,1,2,0,1
52780,5,259.43,0,1,2,0,3,1,0
10306,7,94.76,0,1,2,1,2,1,0
40112,3,175.32,0,1,1,0,1,-1,0
37965,1,74.14,1,0,2,0,2,0,0
10675,4,75.0,0,1,1,0,1,-1,0
1657,1,672.79,1,0,1,1,2,0,0
23116,2,76.5,1,0,2,0,1,-1,1
54992,11,64.82,1,0,2,1,2,-1,1
29449,1,582.93,1,0,1,1,1,1,0
10944,5,377.23,1,0,2,0,1,1,0
47216,7,802.63,0,1,2,1,3,-1,0
20995,11,85.95,0,1,1,1,1,-1,0
12148,8,39.33,0,1,2,1,2,1,0
36791,6,45.35,1,0,1,0,2,-1,1
24259,2,68.13,1,0,1,1,1,0,0
43297,7,273.71,1,1,1,0,2,-1,0
62243,8,43.67,0,1,1,0,1,0,1
13885,1,29.99,1,0,2,1,2,0,0
29250,5,294.06,0,1,2,0,1,-1,0
22951,10,429.05,0,1,1,0,1,0,1
37535,6,61.71,0,1,2,1,2,0,0
4792,7,584.72,1,1,2,1,3,0,0
15551,1,202.06,0,1,3,0,1,-1,1
55418,5,268.33,1,0,1,1,2,0,0
23030,2,29.99,0,1,3,0,1,1,1
1187,1,564.71,1,0,2,1,2,1,1
25185,5,192.0,0,1,1,1,1,-1,0
52026,1,112.06,0,1,3,0,1,1,0
45179,2,267.95,0,1,2,0,3,-1,0
45783,10,29.99,1,0,1,1,2,1,0
34130,6,703.76,1,1,1,1,3,1,1
41429,2,236.9,0,1,1,1,1,0,0
24068,5,324.54,1,0,1,0,3,-1,0
29338,12,29.99,1,0,2,1,1,1,1
44160,2,441.17,1,0,2,1,1,1,0
29290,6,983.55,1,1,2,1,1,1,0
19937,1,155.93,1,0,1,0,2,-1,1
30074,6,292.39,0,1,3,0,2,1,0
48235,6,40.01,0,1,2,0,2,-1,0
542,1,563.7,1,0,1,1,3,-1,0
49977,2,545.64,1,0,3,1,3,1,0
37326,7,162.48,1,0,1,0,1,1,0
8955,3,150.6,0,1,2,0,1,0,0
23176,10,280.51,1,0,1,0,1,-1,0
9371,12,94.34,1,0,1,1,2,-1,0
31364,8,29.99,0,1,1,0,1,0,0
4320,12,245.2,1,1,1,0,3,1,0
3119,1,29.99,1,0,1,0,2,-1,0
42291,1,87.01,0,1,2,1,1,1,0
2572,8,105.98,0,1,3,1,2,0,0
53079,5,45.23,0,1,3,1,1,0,0
39629,3,484.66,1,0,2,0,2,-1,0
12412,2,130.36,0,1,1,1,1,0,0
17746,4,102.66,1,0,2,1,1,1,0
26545,7,71.0,1,0,1,0,2,0,0
16602,3,972.84,0,1,3,1,3,1,0
38388,12,29.99,1,0,3,0,2,0,0
19076,6,190.96,0,1,2,0,1,0,0
27211,11,54.21,1,0,2,0,2,1,0
34156,6,187.19,0,1,2,1,1,-1,0
25179,6,878.41,0,1,2,1,2,0,0
24775,1,1052.94,0,1,1,1,1,-1,0
1123,8,126.22,1,0,2,0,2,-1,0
6037,2,100.76,0,1,2,0,1,1,0
12031,2,185.98,1,0,1,0,2,-1,0
28101,5,479.02,0,1,1,0,3,-1,0
34924,11,89.84,0,1,1,0,2,0,0
27571,11,144.94,1,0,2,1,1,0,0
61365,12,176.59,1,0,1,1,2,1,0
25525,7,334.11,0,1,1,0,2,0,0
54037,1,60.51,1,0,1,1,1,0,0
55032,8,133.36,1,0,2,1,1,-1,0
56801,6,97.09,0,1,1,0,1,1,1
55038,10,215.49,1,0,1,1,2,0,0
21715,8,81.31,1,0,1,0,2,0,0
37544,8,42.62,1,0,1,0,2,0,0
32939,6,321.68,1,1,1,0,3,0,0
38046,5,181.16,0,1,2,0,2,1,1
8803,1,160.0,0,1,2,1,2,1,0
16984,2,1305.72,1,1,2,1,1,-1,0
8222,3,94.59,1,0,2,1,1,-1,0
51806,8,271.87,0,1,2,1,1,0,0
1116,2,121.43,0,1,1,0,2,0,1
23670,10,29.99,0,1,2,1,1,1,0
2987,5,29.99,1,0,2,0,2,0,0
50951,2,84.52,1,0,1,1,2,1,0
63267,2,64.99,1,0,2,0,1,1,0
60246,5,139.68,1,0,3,0,1,0,0
55657,10,29.99,0,1,2,1,2,1,0
41806,9,29.99,1,0,2,0,2,-1,0
37036,2,491.57,1,0,1,0,3,-1,0
19637,10,185.89,1,0,3,0,1,0,0
24831,9,583.84,1,0,2,1,1,-1,0
10422,3,29.99,1,0,1,1,2,1,0
44196,3,132.65,0,1,1,0,2,0,0
38079,7,87.31,1,0,1,1,1,1,0
23612,6,45.8,1,0,1,1,1,1,0
17334,5,152.41,1,0,3,1,2,0,1
730,10,161.65,1,0,1,0,1,1,0
38165,1,177.75,1,0,2,0,2,1,0
3338,5,367.02,1,0,1,0,2,0,0
63838,9,95.63,1,0,2,0,1,1,1
61239,1,308.08,0,1,1,0,2,0,0
50122,8,519.18,1,1,1,1,2,1,0
51402,5,119.91,0,1,2,0,1,0,0
4783,3,530.89,1,1,3,1,1,-1,0
46578,11,136.66,1,0,1,1,1,1,1
53083,10,42.57,1,0,3,1,1,1,0
38107,12,128.47,1,0,1,1,1,0,0
43069,12,45.87,1,0,2,1,2,0,0
44982,4,258.96,1,0,1,0,3,1,0
11864,6,29.99,1,0,2,1,1,0,0
5909,8,367.41,1,0,2,1,1,-1,1
9980,2,196.86,1,0,2,1,1,1,0
20779,2,527.62,1,1,2,1,3,1,0
38916,4,71.6,0,1,2,1,1,0,0
12307,2,129.69,0,1,2,1,1,1,0
3624,11,127.67,0,1,1,1,1,1,0
8402,4,291.79,0,1,1,0,1,0,1
30730,11,29.99,1,0,1,0,1,0,0
44394,7,39.17,1,0,3,0,2,0,0
3257,6,29.99,0,1,2,0,1,0,1
12360,5,158.68,0,1,2,0,2,-1,1
30524,11,148.45,0,1,2,0,2,-1,0
31927,1,673.9,0,1,2,1,1,-1,0
33002,10,275.21,0,1,2,0,1,-1,0
10398,3,894.24,1,1,2,1,3,0,0
47454,1,259.01,0,1,2,1,2,1,0
50344,2,91.99,1,0,1,1,1,1,1
26165,9,277.86,1,1,2,0,1,0,1
42232,10,115.35,0,1,2,0,2,1,0
7579,9,152.48,1,0,2,0,1,-1,0
15905,4,643.31,0,1,1,1,3,1,0
8292,1,100.61,1,0,2,1,1,0,0
17000,2,201.6,1,0,1,0,3,-1,0
19106,8,41.89,1,0,2,1,2,-1,0
61602,1,416.98,1,1,1,0,2,0,0
55056,5,29.99,0,1,1,0,2,0,0
33508,4,424.44,0,1,3,0,2,1,1
2381,6,369.16,1,1,1,0,2,0,0
55768,2,188.92,1,0,3,0,2,0,0
35854,9,716.9,1,1,2,1,1,0,0
57232,9,68.14,0,1,1,0,1,1,0
14528,2,421.66,1,0,2,0,2,1,0
1430,2,91.07,0,1,3,0,1,-1,0
19102,11,77.69,0,1,1,1,1,0,0
10030,12,29.99,0,1,1,0,2,0,0
46445,2,348.39,1,0,2,0,3,-1,0
61510,4,95.38,0,1,1,0,2,0,0
17810,1,29.99,1,0,1,1,1,-1,0
24227,1,1358.36,1,1,2,1,1,0,1
58455,6,31.27,0,1,3,1,2,1,0
55859,1,355.15,1,0,1,0,1,-1,0
41561,6,116.45,0,1,1,0,1,-1,0
2695,2,461.7,0,1,1,0,1,1,0
6517,6,325.24,1,0,1,1,1,1,0
49863,2,29.99,1,0,1,0,1,1,0
1721,1,30.39,0,1,3,1,1,-1,0
26573,3,948.12,1,0,1,1,3,0,0
55908,5,29.99,0,1,1,1,2,1,0
1266,12,198.7,0,1,2,0,2,-1,0
31119,3,111.23,0,1,1,1,1,-1,0
56849,10,29.99,1,0,2,1,1,0,0
53782,9,374.31,1,0,3,0,3,-1,1
54528,12,271.12,1,1,2,0,1,-1,0
10842,9,133.76,0,1,1,1,1,1,0
26186,3,594.35,0,1,1,1,2,0,0
42040,2,51.2,0,1,2,0,2,-1,0
21845,10,220.11,0,1,1,1,2,0,0
30763,10,41.11,0,1,1,0,2,-1,0
21606,8,96.33,0,1,2,0,2,-1,0
14371,8,58.87,0,1,1,1,1,1,0
37444,9,492.08,0,1,2,0,3,1,0
16083,2,226.37,1,0,3,0,1,0,0
36910,10,909.6,0,1,2,1,1,0,1
2665,9,60.35,1,0,2,1,2,-1,0
37609,9,80.54,1,0,1,1,1,0,0
4443,2,1212.02,1,0,2,1,3,1,1
26767,7,173.77,0,1,2,1,2,1,1
2444,5,29.99,1,0,1,0,2,-1,0
24971,2,189.67,1,0,1,1,2,0,0
16896,4,429.6,0,1,2,1,2,1,0
9516,8,30.33,1,0,1,0,1,1,0
15958,3,184.35,1,0,2,1,1,-1,1
39068,1,383.28,1,0,3,0,3,-1,0
53305,11,296.46,0,1,3,0,3,0,1
16423,10,180.68,0,1,3,1,1,0,0
238,7,69.44,1,0,3,0,1,-1,1
35290,9,29.99,1,0,1,0,1,-1,1
20966,3,29.99,0,1,1,0,1,1,0
46392,2,231.35,0,1,1,1,1,-1,0
14540,3,61.54,0,1,2,0,1,-1,0
47593,9,91.47,0,1,1,1,2,-1,0
48351,10,119.84,1,0,1,0,2,1,0
11765,9,68.82,0,1,2,0,2,1,0
23973,5,280.15,1,0,2,0,1,-1,0
829,9,157.41,0,1,2,0,1,0,0
49529,1,456.1,1,0,1,0,2,0,0
24509,3,42.07,1,0,3,1,2,0,0
29855,1,605.48,1,0,1,1,1,0,0
16731,6,128.49,1,0,1,1,2,-1,0
42621,2,382.36,0,1,1,1,2,0,0
48665,2,29.99,1,0,3,0,2,1,1
44875,5,260.97,1,0,2,1,1,-1,0
45175,1,655.55,1,1,2,1,2,-1,0
55839,3,159.76,0,1,1,0,1,0,0
5665,9,193.29,0,1,1,1,2,1,0
45834,1,73.46,1,0,2,1,2,1,0
32622,1,224.31,0,1,3,1,1,-1,1
1217,10,29.99,1,0,1,1,1,0,0
57020,8,100.57,0,1,2,0,1,-1,0
58077,11,183.73,1,0,2,1,2,1,0
17263,1,342.13,1,0,1,0,3,-1,0
12331,3,100.31,1,0,2,0,1,1,0
8,9,675.07,1,1,3,1,2,-1,0
4970,2,793.28,1,1,3,1,3,-1,0
15306,4,171.02,1,0,1,0,1,-1,0
29050,9,41.67,0,1,1,0,2,-1,0
29878,1,453.66,1,1,1,1,1,0,0
32928,2,87.86,0,1,2,0,1,0,0
11637,6,55.44,0,1,1,0,2,0,0
9217,1,86.92,0,1,2,0,2,0,1
60227,9,29.99,1,0,1,0,1,0,0
25695,4,330.39,1,0,1,0,2,-1,0
17773,3,179.33,0,1,1,0,1,0,0
5920,5,69.99,0,1,1,1,2,1,0
17027,10,203.29,1,1,1,0,1,-1,0
28041,10,387.8,0,1,2,0,1,0,0
14969,5,225.89,1,0,2,0,1,-1,1
33578,9,54.24,1,0,1,1,1,-1,0
45574,11,234.26,0,1,3,0,2,0,0
42310,1,164.73,0,1,1,0,1,0,0
1952,11,29.99,1,0,1,0,1,1,0
63474,6,258.69,0,1,2,0,2,1,0
30036,3,212.67,0,1,1,0,3,0,0
26055,9,156.84,0,1,1,1,1,1,0
42935,7,162.59,0,1,1,0,2,1,0
54420,5,331.74,1,1,2,1,3,0,0
23709,8,29.99,1,0,3,1,2,-1,0
2948,7,30.79,1,0,1,0,1,-1,0
457,8,167.05,0,1,2,0,2,0,0
12046,5,211.23,1,0,1,0,2,-1,0
5426,3,29.99,1,0,1,0,2,-1,0
754,7,29.99,1,0,3,1,1,1,0
55530,7,199.11,1,0,2,0,2,0,0
61653,2,29.99,0,1,1,0,2,-1,1
26703,6,87.32,0,1,2,0,2,0,0
55922,10,95.38,0,1,2,0,1,0,0
21469,1,97.36,1,0,2,1,2,0,0
20465,9,284.01,1,1,1,1,1,-1,0
46259,11,37.86,0,1,3,1,2,1,0
36856,5,51.61,0,1,3,1,1,-1,0
6916,9,327.11,1,0,1,0,1,-1,0
26062,7,29.99,0,1,2,0,2,-1,0
45035,12,178.0,0,1,1,1,2,0,0
22252,1,1424.3,1,1,1,1,3,-1,0
55684,11,288.92,1,1,2,0,2,0,0
31610,1,444.66,1,1,1,1,1,-1,0
31189,2,94.79,0,1,3,1,2,0,1
51111,11,207.16,1,0,1,1,3,0,0
39589,6,436.68,1,0,2,0,3,-1,1
11722,10,90.71,1,0,1,0,1,-1,0
63891,4,65.23,0,1,2,0,2,1,0
42981,6,61.22,1,0,3,1,2,0,0
30291,2,575.49,1,0,2,1,1,1,1
28972,1,138.77,0,1,3,1,1,-1,1
19488,5,115.11,0,1,2,1,1,-1,0
4587,2,843.73,0,1,2,1,1,0,0
20312,1,134.83,0,1,1,1,2,-1,0
10187,2,176.04,0,1,3,1,1,1,0
5707,6,405.44,1,0,1,0,2,-1,1
19295,9,57.78,1,0,2,1,1,0,0
8656,11,29.99,1,0,2,1,1,1,0
18585,2,335.07,0,1,2,0,2,-1,0
42540,3,359.74,1,1,1,0,1,1,0
53277,6,517.14,1,1,1,1,1,-1,0
20689,8,63.41,0,1,1,1,1,0,0
10683,2,53.83,1,0,1,0,2,1,0
50524,7,39.46,0,1,2,1,2,-1,0
4342,5,203.32,1,1,1,0,2,0,0
29964,9,99.23,0,1,2,0,2,0,0
51464,10,292.83,0,1,3,0,2,1,0
1460,1,109.6,0,1,3,0,1,1,0
62870,6,507.52,1,0,2,1,3,1,0
40220,3,77.6,1,0,3,1,2,1,0
30073,2,29.99,1,0,1,0,2,1,0
57426,1,29.99,1,0,3,0,2,-1,0
4265,7,260.99,1,0,2,1,1,-1,1
846,7,46.51,1,0,3,1,1,1,0
51090,8,75.19,1,0,1,0,1,1,0
50843,10,53.64,0,1,1,1,1,-1,1
27843,4,115.56,1,0,2,0,1,0,0
20098,1,573.79,1,0,1,1,3,0,0
63427,4,547.02,1,0,3,1,2,0,0
4372,11,223.53,0,1,2,0,2,1,0
9229,8,29.99,1,0,3,1,2,1,0
12150,9,69.3,0,1,1,0,1,-1,0
43475,6,156.48,1,0,1,1,2,1,0
34633,3,273.57,1,0,1,0,2,1,0
63860,4,333.26,0,1,1,1,2,1,0
9307,1,110.45,0,1,2,0,2,0,0
7692,4,189.28,1,0,3,0,1,1,0
62715,1,133.07,0,1,3,0,2,0,0
32481,5,368.48,0,1,2,0,1,-1,0
10447,4,1256.74,1,1,2,1,1,1,0
49171,10,267.99,0,1,2,0,1,-1,1
39556,3,143.46,0,1,1,1,2,-1,0
5332,9,722.98,0,1,3,1,1,0,0
45933,3,1963.55,1,0,1,1,1,0,0
21904,9,86.9,0,1,1,0,1,0,0
18752,2,143.82,1,0,1,0,1,-1,0
61496,3,200.0,1,0,3,1,1,1,0
43050,1,44.33,1,0,1,0,1,-1,1
39391,4,756.16,0,1,2,1,1,-1,0
27865,2,415.23,1,0,1,0,1,0,0
59517,5,117.88,0,1,2,0,2,0,0
11261,11,230.5,1,0,1,0,3,-1,1
38908,6,228.9,1,1,2,0,2,1,1
38209,4,126.09,1,0,2,0,1,1,0
52002,10,35.27,0,1,2,1,2,-1,0
22592,12,29.99,1,0,2,1,2,0,0
8165,12,75.63,1,0,1,0,1,-1,0
37008,10,360.11,1,1,2,0,1,-1,0
19960,7,256.17,1,0,2,0,2,1,1
25095,7,515.6,0,1,1,1,1,1,0
26439,5,383.72,1,1,2,0,3,-1,1
39124,10,84.23,0,1,1,0,1,0,0
26699,7,29.99,0,1,3,0,2,-1,1
54768,3,29.99,1,0,2,0,2,-1,0
38285,9,513.59,0,1,1,1,1,0,0
31715,4,149.1,1,0,2,0,1,1,0
52027,6,175.3,1,0,2,1,1,0,0
1791,2,29.99,0,1,3,1,2,-1,1
27476,11,29.99,1,0,1,1,2,0,0
23034,10,87.56,0,1,2,1,2,-1,0
63322,12,109.21,0,1,1,0,2,0,0
17355,1,155.81,0,1,2,1,2,-1,1
20225,2,430.1,0,1,2,1,2,-1,0
55971,6,29.99,1,0,2,1,2,0,0
37542,8,219.74,0,1,2,0,2,-1,0
45274,2,238.34,0,1,1,1,3,1,0
44597,10,29.99,1,0,2,1,1,0,0
8228,1,305.41,0,1,3,0,2,1,0
8927,5,29.99,0,1,2,1,1,-1,0
26680,1,704.53,1,1,2,1,2,-1,1
24228,7,40.94,0,1,2,0,1,0,0
54808,6,525.97,0,1,1,1,3,-1,0
